invoice_number,rule_triggered,risk_score,explanation,recommended_action,financial_value,risk_tier
INV0012901,Exact Duplicate Invoice,8,"Invoice INV0012901 from vendor VEND0270 for ₹2,807,589 appears to be an exact duplicate of INV0000912 posted 5 days earlier with the same vendor invoice reference number.",Place payment hold. Contact vendor to confirm only one invoice is outstanding. Investigate AP processor who posted both.,2807588.91,Critical
INV0012883,Exact Duplicate Invoice,8,"Invoice INV0012883 from vendor VEND0276 for ₹44,675 appears to be an exact duplicate of INV0007342 posted 13 days earlier with the same vendor invoice reference number.",Place payment hold. Contact vendor to confirm only one invoice is outstanding. Investigate AP processor who posted both.,44675.17,Critical
INV0012873,Exact Duplicate Invoice,8,"Invoice INV0012873 from vendor VEND0280 for ₹66,865 appears to be an exact duplicate of INV0004129 posted 12 days earlier with the same vendor invoice reference number.",Place payment hold. Contact vendor to confirm only one invoice is outstanding. Investigate AP processor who posted both.,66865.05,Critical
INV0012932,Exact Duplicate Invoice,8,"Invoice INV0012932 from vendor VEND0283 for ₹92,513 appears to be an exact duplicate of INV0011465 posted 20 days earlier with the same vendor invoice reference number.",Place payment hold. Contact vendor to confirm only one invoice is outstanding. Investigate AP processor who posted both.,92512.55,Critical
INV0012884,Exact Duplicate Invoice,8,"Invoice INV0012884 from vendor VEND0220 for ₹79,541 appears to be an exact duplicate of INV0002559 posted 22 days earlier with the same vendor invoice reference number.",Place payment hold. Contact vendor to confirm only one invoice is outstanding. Investigate AP processor who posted both.,79541.49,Critical
INV0012943,Exact Duplicate Invoice,8,"Invoice INV0012943 from vendor VEND0284 for ₹269,808 appears to be an exact duplicate of INV0006841 posted 24 days earlier with the same vendor invoice reference number.",Place payment hold. Contact vendor to confirm only one invoice is outstanding. Investigate AP processor who posted both.,269807.82,Critical
INV0012911,Exact Duplicate Invoice,8,"Invoice INV0012911 from vendor VEND0286 for ₹605,839 appears to be an exact duplicate of INV0004892 posted 24 days earlier with the same vendor invoice reference number.",Place payment hold. Contact vendor to confirm only one invoice is outstanding. Investigate AP processor who posted both.,605839.14,Critical
INV0012933,Exact Duplicate Invoice,8,"Invoice INV0012933 from vendor VEND0290 for ₹117,677 appears to be an exact duplicate of INV0002166 posted 10 days earlier with the same vendor invoice reference number.",Place payment hold. Contact vendor to confirm only one invoice is outstanding. Investigate AP processor who posted both.,117677.37,Critical
INV0012898,Exact Duplicate Invoice,8,"Invoice INV0012898 from vendor VEND0294 for ₹68,267 appears to be an exact duplicate of INV0002305 posted 17 days earlier with the same vendor invoice reference number.",Place payment hold. Contact vendor to confirm only one invoice is outstanding. Investigate AP processor who posted both.,68266.76,Critical
INV0012966,Exact Duplicate Invoice,8,"Invoice INV0012966 from vendor VEND0296 for ₹228,101 appears to be an exact duplicate of INV0011564 posted 15 days earlier with the same vendor invoice reference number.",Place payment hold. Contact vendor to confirm only one invoice is outstanding. Investigate AP processor who posted both.,228100.85,Critical
INV0012882,Exact Duplicate Invoice,8,"Invoice INV0012882 from vendor VEND0298 for ₹406,757 appears to be an exact duplicate of INV0011355 posted 15 days earlier with the same vendor invoice reference number.",Place payment hold. Contact vendor to confirm only one invoice is outstanding. Investigate AP processor who posted both.,406757.37,Critical
INV0012894,Exact Duplicate Invoice,8,"Invoice INV0012894 from vendor VEND0298 for ₹651,566 appears to be an exact duplicate of INV0008720 posted 2 days earlier with the same vendor invoice reference number.",Place payment hold. Contact vendor to confirm only one invoice is outstanding. Investigate AP processor who posted both.,651566.5,Critical
INV0012872,Exact Duplicate Invoice,8,"Invoice INV0012872 from vendor VEND0220 for ₹125,196 appears to be an exact duplicate of INV0007643 posted 1 days earlier with the same vendor invoice reference number.",Place payment hold. Contact vendor to confirm only one invoice is outstanding. Investigate AP processor who posted both.,125196.25,Critical
INV0012948,Exact Duplicate Invoice,8,"Invoice INV0012948 from vendor VEND0081 for ₹174,050 appears to be an exact duplicate of INV0004204 posted 23 days earlier with the same vendor invoice reference number.",Place payment hold. Contact vendor to confirm only one invoice is outstanding. Investigate AP processor who posted both.,174050.45,Critical
INV0012908,Exact Duplicate Invoice,8,"Invoice INV0012908 from vendor VEND0034 for ₹92,412 appears to be an exact duplicate of INV0007566 posted 11 days earlier with the same vendor invoice reference number.",Place payment hold. Contact vendor to confirm only one invoice is outstanding. Investigate AP processor who posted both.,92412.34,Critical
INV0012961,Exact Duplicate Invoice,8,"Invoice INV0012961 from vendor VEND0006 for ₹807,707 appears to be an exact duplicate of INV0000523 posted 6 days earlier with the same vendor invoice reference number.",Place payment hold. Contact vendor to confirm only one invoice is outstanding. Investigate AP processor who posted both.,807706.59,Critical
INV0012925,Exact Duplicate Invoice,8,"Invoice INV0012925 from vendor VEND0008 for ₹485,966 appears to be an exact duplicate of INV0001132 posted 1 days earlier with the same vendor invoice reference number.",Place payment hold. Contact vendor to confirm only one invoice is outstanding. Investigate AP processor who posted both.,485966.27,Critical
INV0012889,Exact Duplicate Invoice,8,"Invoice INV0012889 from vendor VEND0011 for ₹257,344 appears to be an exact duplicate of INV0010983 posted 1 days earlier with the same vendor invoice reference number.",Place payment hold. Contact vendor to confirm only one invoice is outstanding. Investigate AP processor who posted both.,257344.41,Critical
INV0012926,Exact Duplicate Invoice,8,"Invoice INV0012926 from vendor VEND0024 for ₹29,665 appears to be an exact duplicate of INV0002766 posted 4 days earlier with the same vendor invoice reference number.",Place payment hold. Contact vendor to confirm only one invoice is outstanding. Investigate AP processor who posted both.,29665.35,Critical
INV0012910,Exact Duplicate Invoice,8,"Invoice INV0012910 from vendor VEND0026 for ₹112,245 appears to be an exact duplicate of INV0002352 posted 24 days earlier with the same vendor invoice reference number.",Place payment hold. Contact vendor to confirm only one invoice is outstanding. Investigate AP processor who posted both.,112244.79,Critical
INV0012987,Exact Duplicate Invoice,8,"Invoice INV0012987 from vendor VEND0283 for ₹201,736 appears to be an exact duplicate of INV0002921 posted 16 days earlier with the same vendor invoice reference number.",Place payment hold. Contact vendor to confirm only one invoice is outstanding. Investigate AP processor who posted both.,201736.3,Critical
INV0012918,Exact Duplicate Invoice,8,"Invoice INV0012918 from vendor VEND0028 for ₹336,840 appears to be an exact duplicate of INV0002552 posted 16 days earlier with the same vendor invoice reference number.",Place payment hold. Contact vendor to confirm only one invoice is outstanding. Investigate AP processor who posted both.,336840.0,Critical
INV0012963,Exact Duplicate Invoice,8,"Invoice INV0012963 from vendor VEND0034 for ₹22,875 appears to be an exact duplicate of INV0005706 posted 12 days earlier with the same vendor invoice reference number.",Place payment hold. Contact vendor to confirm only one invoice is outstanding. Investigate AP processor who posted both.,22874.97,Critical
INV0012940,Exact Duplicate Invoice,8,"Invoice INV0012940 from vendor VEND0042 for ₹1,194,129 appears to be an exact duplicate of INV0005431 posted 23 days earlier with the same vendor invoice reference number.",Place payment hold. Contact vendor to confirm only one invoice is outstanding. Investigate AP processor who posted both.,1194128.55,Critical
INV0012983,Exact Duplicate Invoice,8,"Invoice INV0012983 from vendor VEND0045 for ₹835,651 appears to be an exact duplicate of INV0009887 posted 1 days earlier with the same vendor invoice reference number.",Place payment hold. Contact vendor to confirm only one invoice is outstanding. Investigate AP processor who posted both.,835650.89,Critical
INV0012970,Exact Duplicate Invoice,8,"Invoice INV0012970 from vendor VEND0053 for ₹94,007 appears to be an exact duplicate of INV0006620 posted 23 days earlier with the same vendor invoice reference number.",Place payment hold. Contact vendor to confirm only one invoice is outstanding. Investigate AP processor who posted both.,94006.71,Critical
INV0012979,Exact Duplicate Invoice,8,"Invoice INV0012979 from vendor VEND0056 for ₹12,895 appears to be an exact duplicate of INV0004715 posted 23 days earlier with the same vendor invoice reference number.",Place payment hold. Contact vendor to confirm only one invoice is outstanding. Investigate AP processor who posted both.,12895.11,Critical
INV0012879,Exact Duplicate Invoice,8,"Invoice INV0012879 from vendor VEND0063 for ₹204,254 appears to be an exact duplicate of INV0000498 posted 14 days earlier with the same vendor invoice reference number.",Place payment hold. Contact vendor to confirm only one invoice is outstanding. Investigate AP processor who posted both.,204253.89,Critical
INV0012929,Exact Duplicate Invoice,8,"Invoice INV0012929 from vendor VEND0065 for ₹1,386,964 appears to be an exact duplicate of INV0002916 posted 24 days earlier with the same vendor invoice reference number.",Place payment hold. Contact vendor to confirm only one invoice is outstanding. Investigate AP processor who posted both.,1386963.67,Critical
INV0012950,Exact Duplicate Invoice,8,"Invoice INV0012950 from vendor VEND0068 for ₹916,849 appears to be an exact duplicate of INV0007136 posted 5 days earlier with the same vendor invoice reference number.",Place payment hold. Contact vendor to confirm only one invoice is outstanding. Investigate AP processor who posted both.,916848.53,Critical
INV0012906,Exact Duplicate Invoice,8,"Invoice INV0012906 from vendor VEND0068 for ₹655,607 appears to be an exact duplicate of INV0008820 posted 9 days earlier with the same vendor invoice reference number.",Place payment hold. Contact vendor to confirm only one invoice is outstanding. Investigate AP processor who posted both.,655607.48,Critical
